employment_type,age,credit_score,monthly_income,loan_amount,previous_defaults,account_age,loan_enquiries,housing_type,total_expenditure,other_fixed_expenses,gross_revenue,expected_margin,business_rent,utilities_salaries,business_age,gst_registered,business_type,loan_purpose,credit_utilization,payment_history_length,savings_ratio,employment_stability,income_volatility,disposable_income_ratio,dti_ratio,loan_to_income,foir,dscr,expense_to_revenue,rental_burden,defaulted
salaried,23,804,57384,1505222,0,1.3,4,rent,37200,12911,0,0.0,0,0,0.0,0,none,gold,0.307,19,0.155,0.5,0.281,0.1267,0.6483,2.1859,0.8733,4.5748,0.0,0.0754,1
self_employed,46,685,36129,316703,2,0.5,0,owned,16391,4999,119236,30.3,19129,34005,8.2,1,service,education,0.425,14,0.446,8.2,0.489,0.408,0.4537,0.7305,0.592,13.6894,0.4456,0.1604,1
self_employed,47,660,61051,491612,0,2.1,0,rent,21929,10337,171975,35.5,27740,24980,4.5,1,service,business,0.569,26,0.413,4.5,0.506,0.4715,0.3592,0.671,0.5285,14.9022,0.3066,0.1613,0
self_employed,52,604,13733,273116,0,2.0,0,rent,9106,1958,150910,9.1,9486,51952,0.5,1,trading,gold,0.554,27,0.211,0.5,0.132,0.1943,0.6631,1.6573,0.8057,6.0339,0.4071,0.0629,0
salaried,36,607,43131,237012,0,16.0,5,owned,26638,2620,0,0.0,0,0,0.0,0,none,business,0.429,187,0.382,0.4,0.019,0.3216,0.6176,0.4579,0.6784,21.8374,0.0,0.0,0
salaried,33,578,44442,332966,2,2.8,1,rent,29588,7623,0,0.0,0,0,0.0,0,none,home,0.567,32,0.214,1.7,0.4,0.1627,0.6658,0.6243,0.8373,16.0168,0.0,0.0551,0
salaried,47,736,105956,1908074,1,3.9,2,rent,58814,5427,0,0.0,0,0,0.0,0,none,home,0.553,54,0.375,7.0,0.058,0.3937,0.5551,1.5007,0.6063,6.6636,0.0,0.1068,0
salaried,44,791,27459,281541,1,0.5,0,owned,14733,5166,0,0.0,0,0,0.0,0,none,personal,0.347,1,0.31,2.7,0.4,0.2753,0.5365,0.8544,0.7247,11.7037,0.0,0.0,0
salaried,35,552,35460,560348,0,4.2,0,owned,12376,3734,0,0.0,0,0,0.0,0,none,vehicle,0.726,45,0.587,1.9,0.111,0.5457,0.349,1.3169,0.4543,7.5939,0.0,0.0,0
self_employed,34,637,13964,171172,0,2.0,0,owned,7033,1590,110822,12.6,13832,28412,3.6,1,trading,vehicle,0.575,27,0.379,3.6,0.468,0.3825,0.5037,1.0215,0.6175,9.7895,0.3812,0.1248,0
self_employed,36,656,14100,163235,0,2.1,5,rent,6425,1781,50000,28.2,5563,10971,2.1,1,service,home,0.78,26,0.39,2.1,0.318,0.418,0.4557,0.9647,0.582,10.3654,0.3307,0.1113,0
salaried,31,604,98312,1229336,0,11.0,3,rent,71704,23067,0,0.0,0,0,0.0,0,none,education,0.773,138,0.003,8.2,0.066,0.036,0.7294,1.042,0.964,9.5966,0.0,0.0686,0
salaried,42,884,30037,397471,0,2.8,0,rent,18788,5801,0,0.0,0,0,0.0,0,none,home,0.391,32,0.154,0.5,0.328,0.1814,0.6255,1.1027,0.8186,9.0684,0.0,0.0891,1
self_employed,32,794,36262,378196,0,1.4,1,rent,17657,3646,140551,25.8,24926,48546,2.9,1,manufacturing,vehicle,0.26,22,0.39,2.9,0.6,0.4125,0.4869,0.8691,0.5875,11.5058,0.5227,0.1773,0
salaried,35,780,62223,1039213,0,4.0,0,rent,38714,11975,0,0.0,0,0,0.0,0,none,personal,0.618,51,0.194,1.5,0.191,0.1854,0.6222,1.3918,0.8146,7.185,0.0,0.1412,0
self_employed,47,645,38548,403749,0,2.0,0,owned,20154,3715,198702,19.4,17745,44983,0.5,1,manufacturing,business,0.442,21,0.31,0.5,0.254,0.3808,0.5228,0.8728,0.6192,11.457,0.3157,0.0893,0
salaried,32,608,53596,2108074,0,2.1,0,owned,32453,2755,0,0.0,0,0,0.0,0,none,vehicle,0.451,17,0.359,0.9,0.4,0.3431,0.6055,3.2777,0.6569,3.0509,0.0,0.0,1
self_employed,42,687,8600,116913,0,1.5,3,rent,2807,1608,50000,17.2,7974,5847,2.1,1,manufacturing,education,0.621,24,0.448,2.1,0.29,0.4866,0.3264,1.1329,0.5134,8.8271,0.2764,0.1595,0
self_employed,26,657,6170,78662,0,0.6,1,owned,3210,842,55586,11.1,4344,9054,10.5,0,trading,education,0.35,7,0.273,10.5,0.541,0.3433,0.5203,1.0624,0.6567,9.4124,0.241,0.0781,1
self_employed,43,552,49459,658936,0,1.7,1,rent,24188,4524,216926,22.8,27999,40200,0.5,0,manufacturing,home,0.855,20,0.41,0.5,0.358,0.4195,0.4891,1.1102,0.5805,9.0071,0.3144,0.1291,0
salaried,51,696,19228,104516,0,10.3,6,rent,9342,2153,0,0.0,0,0,0.0,0,none,business,0.761,113,0.427,6.5,0.33,0.4022,0.4859,0.453,0.5978,22.0766,0.0,0.1348,0
salaried,41,890,41376,692464,1,5.8,1,rent,17617,6777,0,0.0,0,0,0.0,0,none,home,0.098,77,0.406,1.0,0.177,0.4104,0.4258,1.3947,0.5896,7.1702,0.0,0.1125,0
salaried,31,672,57915,1065091,0,1.0,0,rent,33264,7804,0,0.0,0,0,0.0,0,none,vehicle,0.217,16,0.293,2.6,0.164,0.2909,0.5744,1.5325,0.7091,6.5251,0.0,0.0325,1
salaried,39,786,44883,516610,0,2.2,5,rent,22578,3130,0,0.0,0,0,0.0,0,none,education,0.225,22,0.421,1.4,0.296,0.4272,0.503,0.9592,0.5728,10.4256,0.0,0.0757,0
self_employed,43,627,60720,432308,1,2.0,1,rent,29970,10136,337331,18.0,22492,71479,0.5,1,manufacturing,education,0.644,28,0.357,0.5,0.456,0.3395,0.4936,0.5933,0.6605,16.8546,0.2786,0.0667,0
salaried,31,717,48428,360977,0,2.0,2,owned,27897,3345,0,0.0,0,0,0.0,0,none,business,0.503,18,0.257,0.5,0.332,0.3549,0.5761,0.6212,0.6451,16.099,0.0,0.0,0
salaried,43,622,41248,358706,0,0.5,2,owned,17036,7300,0,0.0,0,0,0.0,0,none,home,0.94,1,0.401,3.4,0.099,0.41,0.413,0.7247,0.59,13.7989,0.0,0.0,0
salaried,49,642,61079,809487,0,2.4,4,rent,30127,12116,0,0.0,0,0,0.0,0,none,education,0.421,22,0.268,0.1,0.093,0.3084,0.4932,1.1044,0.6916,9.0545,0.0,0.0468,0
salaried,44,626,17040,232040,1,1.3,1,owned,8688,3346,0,0.0,0,0,0.0,0,none,personal,0.85,33,0.196,12.8,0.067,0.2938,0.5099,1.1348,0.7062,8.8123,0.0,0.0,1
salaried,38,717,31981,706419,1,7.5,8,rent,14030,6357,0,0.0,0,0,0.0,0,none,business,0.554,88,0.324,2.6,0.225,0.3625,0.4387,1.8407,0.6375,5.4326,0.0,0.0027,0
salaried,35,661,15000,50000,0,1.3,0,owned,9068,1211,0,0.0,0,0,0.0,0,none,vehicle,0.397,17,0.346,2.2,0.164,0.3147,0.6045,0.2778,0.6853,36.0,0.0,0.0,0
self_employed,25,715,19870,165221,0,0.5,1,owned,6990,3099,75267,26.4,14326,14303,8.1,1,manufacturing,vehicle,0.837,1,0.453,8.1,0.529,0.4922,0.3518,0.6929,0.5078,14.4316,0.3804,0.1903,0
salaried,21,698,66326,777288,0,0.5,6,rent,41053,10685,0,0.0,0,0,0.0,0,none,personal,0.625,1,0.204,0.1,0.363,0.2199,0.619,0.9766,0.7801,10.2396,0.0,0.1229,0
salaried,32,579,40819,544289,0,3.2,0,owned,19026,2938,0,0.0,0,0,0.0,0,none,personal,0.702,38,0.387,1.0,0.15,0.4619,0.4661,1.1112,0.5381,8.9994,0.0,0.0,1
self_employed,35,657,5600,65649,0,5.0,3,owned,2211,757,50000,11.2,9210,17346,1.1,1,trading,home,0.623,45,0.486,1.1,0.499,0.47,0.3948,0.9769,0.53,10.2363,0.5311,0.1842,1
self_employed,38,681,8750,102715,0,16.3,1,rent,3472,1284,50000,17.5,6769,5329,4.7,0,manufacturing,home,0.771,191,0.474,4.7,0.569,0.4565,0.3968,0.9782,0.5435,10.2225,0.242,0.1354,0
self_employed,28,683,60990,1051241,2,0.6,2,owned,39397,10882,322700,18.9,18364,74140,4.5,1,manufacturing,home,0.237,5,0.11,4.5,0.6,0.1756,0.646,1.4364,0.8244,6.9621,0.2867,0.0569,0
self_employed,34,762,16000,141941,0,11.0,0,rent,7104,1155,50000,32.0,6100,13458,4.4,1,service,vehicle,0.344,132,0.432,4.4,0.538,0.4838,0.444,0.7393,0.5162,13.5267,0.3912,0.122,0
self_employed,38,601,17702,290505,0,4.5,1,rent,6554,2702,148758,11.9,29441,32153,1.0,1,trading,vehicle,0.494,47,0.507,1.0,0.29,0.4771,0.3702,1.3676,0.5229,7.3122,0.4141,0.1979,1
self_employed,43,590,47404,3327738,0,1.6,0,owned,32756,5198,241856,19.6,42015,45328,1.9,1,manufacturing,education,0.833,11,0.18,1.9,0.237,0.1994,0.691,5.85,0.8006,1.7094,0.3611,0.1737,1
salaried,34,803,15000,199079,2,4.1,3,rent,9274,2597,0,0.0,0,0,0.0,0,none,education,0.164,57,0.178,5.5,0.371,0.2086,0.6183,1.106,0.7914,9.0416,0.0,0.0491,1
salaried,28,606,40708,287770,1,1.3,2,rent,18923,4691,0,0.0,0,0,0.0,0,none,education,0.587,22,0.337,1.5,0.071,0.4199,0.4648,0.5891,0.5801,16.9752,0.0,0.0323,0
self_employed,24,778,26463,789429,0,1.0,0,owned,13003,4618,177607,14.9,22115,48686,0.8,0,trading,personal,0.454,13,0.316,0.8,0.547,0.3341,0.4914,2.486,0.6659,4.0226,0.3986,0.1245,0
salaried,37,677,62760,1630018,2,8.4,1,rent,34314,7852,0,0.0,0,0,0.0,0,none,education,0.39,100,0.376,2.3,0.222,0.3281,0.5467,2.1644,0.6719,4.6203,0.0,0.0794,0
self_employed,35,651,18580,441431,0,12.8,0,rent,10954,1202,61728,30.1,11337,19344,0.5,1,service,education,0.541,155,0.307,0.5,0.309,0.3457,0.5896,1.9799,0.6543,5.0508,0.497,0.1837,1
salaried,26,753,106993,775385,0,2.0,1,owned,47577,20626,0,0.0,0,0,0.0,0,none,personal,0.444,24,0.436,0.9,0.293,0.3625,0.4447,0.6039,0.6375,16.5584,0.0,0.0,0
salaried,33,724,36085,1599414,0,0.6,2,owned,22840,5894,0,0.0,0,0,0.0,0,none,home,0.609,13,0.226,3.4,0.271,0.2037,0.6329,3.6936,0.7963,2.7074,0.0,0.0,0
self_employed,33,713,23756,316711,0,0.5,1,owned,16578,3790,196331,12.1,31066,32658,0.5,1,trading,vehicle,0.62,1,0.184,0.5,0.6,0.1426,0.6978,1.111,0.8574,9.001,0.3246,0.1582,1
salaried,29,712,61843,867216,0,0.5,0,rent,22459,14052,0,0.0,0,0,0.0,0,none,gold,0.652,12,0.454,2.4,0.143,0.4096,0.3632,1.1686,0.5904,8.5575,0.0,0.1185,0
self_employed,43,718,35289,244454,0,2.4,0,owned,13229,2466,93110,37.9,12739,17161,6.0,1,service,home,0.633,36,0.585,6.0,0.4,0.5552,0.3749,0.5773,0.4448,17.323,0.3211,0.1368,1
salaried,40,633,22371,229218,0,1.1,0,owned,13683,3193,0,0.0,0,0,0.0,0,none,personal,0.385,8,0.305,0.8,0.284,0.2456,0.6116,0.8539,0.7544,11.7116,0.0,0.0,1
self_employed,41,738,43886,357878,0,10.5,0,owned,27147,5652,196797,22.3,35331,33507,13.9,0,service,personal,0.311,132,0.3,13.9,0.159,0.2526,0.6186,0.6796,0.7474,14.7154,0.3498,0.1795,0
salaried,37,601,29689,372629,0,0.5,4,rent,10585,2108,0,0.0,0,0,0.0,0,none,business,0.506,14,0.6,0.5,0.098,0.5725,0.3565,1.0459,0.4275,9.5609,0.0,0.1078,0
salaried,35,751,114913,1407393,0,9.0,0,owned,62375,15796,0,0.0,0,0,0.0,0,none,home,0.256,102,0.319,1.3,0.239,0.3197,0.5428,1.0206,0.6803,9.7979,0.0,0.0,0
salaried,41,610,46326,272734,0,0.5,0,owned,25565,8114,0,0.0,0,0,0.0,0,none,business,0.631,6,0.275,0.9,0.204,0.273,0.5518,0.4906,0.727,20.3829,0.0,0.0,1
self_employed,39,589,6250,50000,0,2.4,1,rent,2945,365,50000,12.5,6442,6328,2.5,0,trading,gold,0.901,24,0.397,2.5,0.327,0.4704,0.4712,0.6667,0.5296,15.0,0.2554,0.1288,0
self_employed,38,751,63638,1803017,0,3.3,0,owned,31153,5591,248586,25.6,24505,81334,4.7,1,manufacturing,education,0.375,44,0.488,4.7,0.6,0.4226,0.4895,2.361,0.5774,4.2354,0.4258,0.0986,0
salaried,35,747,15000,166629,1,5.4,2,owned,8303,2678,0,0.0,0,0,0.0,0,none,vehicle,0.428,67,0.332,0.2,0.181,0.2679,0.5535,0.9257,0.7321,10.8024,0.0,0.0,0
salaried,21,759,26872,553905,0,1.0,3,owned,14246,6562,0,0.0,0,0,0.0,0,none,education,0.233,15,0.194,1.0,0.268,0.2257,0.5301,1.7177,0.7743,5.8216,0.0,0.0,1
self_employed,21,667,138709,2301741,2,1.0,2,owned,71001,17161,354755,39.1,33092,123612,5.0,1,service,vehicle,0.887,23,0.311,5.0,0.6,0.3644,0.5119,1.3828,0.6356,7.2315,0.4417,0.0933,1
salaried,27,593,119117,1869665,0,7.0,3,rent,63756,29686,0,0.0,0,0,0.0,0,none,vehicle,0.694,97,0.193,2.7,0.214,0.2155,0.5352,1.308,0.7845,7.6452,0.0,0.0426,0
salaried,42,587,76253,382742,0,2.1,3,rent,51451,11727,0,0.0,0,0,0.0,0,none,home,0.646,32,0.158,1.5,0.17,0.1715,0.6747,0.4183,0.8285,23.9074,0.0,0.1474,0
salaried,34,727,23230,367988,2,2.7,4,owned,14372,1584,0,0.0,0,0,0.0,0,none,business,0.531,27,0.303,1.7,0.029,0.3131,0.6187,1.3201,0.6869,7.5752,0.0,0.0,1
self_employed,46,652,18296,278156,0,2.4,0,rent,5498,986,130685,14.0,17901,45148,2.6,1,trading,business,0.81,33,0.6,2.6,0.304,0.6456,0.3005,1.2669,0.3544,7.8931,0.4825,0.137,1
self_employed,38,638,23959,54465,0,2.1,3,rent,8986,3905,144329,16.6,7364,34877,2.1,0,manufacturing,home,0.18,40,0.498,2.1,0.6,0.462,0.3751,0.1894,0.538,52.7877,0.2927,0.051,0
self_employed,53,755,12821,189319,3,0.5,1,rent,5704,718,98621,13.0,7836,19910,8.2,1,trading,business,0.326,4,0.505,8.2,0.424,0.4991,0.4449,1.2305,0.5009,8.1266,0.2813,0.0795,0
salaried,56,701,60213,1143472,2,5.9,3,owned,25679,6152,0,0.0,0,0,0.0,0,none,gold,0.503,77,0.407,0.4,0.318,0.4714,0.4265,1.5825,0.5286,6.319,0.0,0.0,0
self_employed,31,760,28139,509783,0,6.7,3,rent,9630,4241,119741,23.5,15974,27035,5.0,1,service,home,0.256,82,0.482,5.0,0.246,0.5071,0.3422,1.5097,0.4929,6.6238,0.3592,0.1334,0
self_employed,44,639,7580,137912,0,3.0,0,rent,2884,529,68906,11.0,3561,18929,4.1,1,trading,home,0.392,37,0.6,4.1,0.314,0.5497,0.3805,1.5162,0.4503,6.5955,0.3264,0.0517,0
salaried,39,885,76892,1111040,0,3.7,0,rent,32724,19030,0,0.0,0,0,0.0,0,none,education,0.63,46,0.353,1.5,0.182,0.3269,0.4256,1.2041,0.6731,8.3049,0.0,0.044,0
self_employed,49,582,19313,435735,0,8.7,0,rent,7725,3400,89829,21.5,14537,20269,0.5,1,service,business,0.723,99,0.439,0.5,0.6,0.424,0.4,1.8801,0.576,5.3187,0.3875,0.1618,0
self_employed,42,816,14854,93942,0,0.5,0,owned,5098,1998,98368,15.1,5848,16972,1.9,0,manufacturing,home,0.093,1,0.533,1.9,0.564,0.5223,0.3432,0.527,0.4777,18.9743,0.232,0.0595,0
salaried,21,718,27523,327463,0,1.0,0,owned,17534,5043,0,0.0,0,0,0.0,0,none,gold,0.345,2,0.197,1.0,0.142,0.1797,0.6371,0.9915,0.8203,10.0859,0.0,0.0,0
self_employed,43,697,80889,911662,0,7.1,3,owned,52919,12250,229148,35.3,23596,63777,1.2,1,service,home,0.649,83,0.214,1.2,0.464,0.1943,0.6542,0.9392,0.8057,10.6472,0.3813,0.103,1
salaried,23,730,20162,247807,0,2.0,5,rent,8664,3246,0,0.0,0,0,0.0,0,none,home,0.41,22,0.485,3.0,0.117,0.4093,0.4297,1.0242,0.5907,9.7634,0.0,0.0044,1
self_employed,25,676,12650,247740,1,0.5,0,owned,5145,1661,50000,25.3,8670,10331,7.9,0,manufacturing,education,0.5,6,0.442,7.9,0.213,0.462,0.4067,1.632,0.538,6.1274,0.38,0.1734,0
self_employed,37,675,8494,112752,0,11.0,3,rent,5687,778,87563,9.7,9497,17208,3.6,1,trading,education,0.604,139,0.222,3.6,0.343,0.2389,0.6695,1.1062,0.7611,9.04,0.305,0.1085,0
salaried,43,757,32098,895594,0,0.8,1,owned,18032,4567,0,0.0,0,0,0.0,0,none,personal,0.403,7,0.181,0.2,0.195,0.2959,0.5618,2.3252,0.7041,4.3008,0.0,0.0,1
salaried,39,537,44575,788339,2,3.0,6,rent,28507,11075,0,0.0,0,0,0.0,0,none,home,0.968,45,0.083,0.5,0.012,0.112,0.6395,1.4738,0.888,6.7852,0.0,0.1384,1
salaried,28,693,123247,1166552,0,7.4,0,rent,94253,30415,0,0.0,0,0,0.0,0,none,personal,0.487,83,0.0,2.9,0.16,0.0,0.7647,0.7888,1.0115,12.6781,0.0,0.0513,1
salaried,43,639,21206,165850,0,0.5,1,rent,12614,4314,0,0.0,0,0,0.0,0,none,vehicle,0.453,15,0.125,1.2,0.132,0.2017,0.5948,0.6517,0.7983,15.3435,0.0,0.1105,0
salaried,32,640,62435,1036822,0,5.7,1,rent,36906,7329,0,0.0,0,0,0.0,0,none,business,0.628,67,0.364,8.3,0.085,0.2915,0.5911,1.3839,0.7085,7.2261,0.0,0.1317,0
self_employed,32,591,21327,327345,0,0.5,3,rent,10551,1669,112245,19.0,21091,24364,1.7,1,manufacturing,business,0.955,2,0.4,1.7,0.329,0.427,0.4947,1.2791,0.573,7.8182,0.405,0.1879,1
self_employed,36,519,29818,442892,3,4.9,6,owned,17100,4044,90632,32.9,12501,15457,11.4,1,service,education,0.86,51,0.307,11.4,0.428,0.2909,0.5735,1.2378,0.7091,8.0791,0.3085,0.1379,1
salaried,43,625,15000,122057,0,5.1,2,rent,7053,1821,0,0.0,0,0,0.0,0,none,home,0.443,61,0.4,0.6,0.086,0.4084,0.4702,0.6781,0.5916,14.7472,0.0,0.0653,0
salaried,35,639,44013,645820,2,0.5,0,owned,24965,7242,0,0.0,0,0,0.0,0,none,vehicle,0.512,1,0.235,3.6,0.123,0.2682,0.5672,1.2228,0.7318,8.1781,0.0,0.0,0
salaried,37,712,82814,765264,0,8.7,1,owned,53073,5764,0,0.0,0,0,0.0,0,none,personal,0.312,111,0.298,7.4,0.065,0.2895,0.6409,0.7701,0.7105,12.9859,0.0,0.0,0
salaried,26,833,49338,550188,1,6.0,4,rent,27756,8114,0,0.0,0,0,0.0,0,none,vehicle,0.751,70,0.278,4.1,0.129,0.273,0.5626,0.9293,0.727,10.761,0.0,0.1465,1
self_employed,35,665,39773,695248,0,0.5,0,rent,26969,5591,446886,8.9,81203,89492,6.4,1,trading,gold,0.434,8,0.269,6.4,0.6,0.1814,0.6781,1.4567,0.8186,6.8648,0.382,0.1817,1
salaried,32,599,53074,421178,0,0.8,2,rent,35707,5453,0,0.0,0,0,0.0,0,none,education,0.522,10,0.186,12.0,0.276,0.2245,0.6728,0.6613,0.7755,15.1216,0.0,0.067,1
self_employed,24,717,5600,50000,0,4.0,0,owned,2176,783,50000,11.2,7505,14237,7.5,0,trading,home,0.684,51,0.434,7.5,0.56,0.4716,0.3886,0.744,0.5284,13.44,0.4348,0.1501,1
salaried,42,722,51698,652322,0,0.5,0,owned,26585,4042,0,0.0,0,0,0.0,0,none,home,0.484,2,0.427,1.1,0.297,0.4076,0.5142,1.0515,0.5924,9.5103,0.0,0.0,0
salaried,30,589,53466,199131,0,0.5,2,rent,39960,12628,0,0.0,0,0,0.0,0,none,home,0.936,7,0.064,0.4,0.213,0.0164,0.7474,0.3104,0.9836,32.2196,0.0,0.113,1
self_employed,47,607,63880,1132760,2,7.9,1,rent,33005,12348,167664,38.1,10521,45798,2.7,1,service,home,0.58,102,0.343,2.7,0.546,0.29,0.5167,1.4777,0.71,6.7672,0.3359,0.0628,0
self_employed,39,650,33105,411302,1,6.8,2,rent,22911,3310,222182,14.9,17746,44920,6.2,1,trading,gold,0.614,77,0.241,6.2,0.508,0.2079,0.6921,1.0353,0.7921,9.6586,0.282,0.0799,0
self_employed,24,900,15002,183176,0,4.0,1,owned,8722,1529,70762,21.2,7636,23057,3.9,1,service,education,0.363,43,0.306,3.9,0.6,0.3167,0.5814,1.0175,0.6833,9.8279,0.4337,0.1079,0
salaried,21,710,22063,215966,0,0.5,8,rent,10315,2048,0,0.0,0,0,0.0,0,none,home,0.797,5,0.362,1.0,0.118,0.4397,0.4675,0.8157,0.5603,12.2592,0.0,0.036,0
self_employed,31,726,15653,161439,0,0.5,2,owned,7255,1256,73144,21.4,8428,16800,7.3,1,service,home,0.686,7,0.473,7.3,0.564,0.4563,0.4635,0.8595,0.5437,11.6351,0.3449,0.1152,0
salaried,42,695,15000,303482,1,0.5,0,owned,9501,989,0,0.0,0,0,0.0,0,none,education,0.199,5,0.235,4.3,0.252,0.3007,0.6334,1.686,0.6993,5.9312,0.0,0.0,0
salaried,38,589,159893,2323513,0,8.8,0,rent,104775,25646,0,0.0,0,0,0.0,0,none,personal,0.532,98,0.273,5.2,0.14,0.1843,0.6553,1.211,0.8157,8.2578,0.0,0.0046,0
self_employed,31,629,7383,138516,0,2.5,0,owned,3439,1431,52734,14.0,6574,12051,5.3,0,trading,personal,0.893,31,0.348,5.3,0.531,0.3404,0.4658,1.5635,0.6596,6.3961,0.3532,0.1247,0
self_employed,36,731,15800,172948,0,1.1,0,owned,9189,2779,50000,31.6,7106,16619,11.6,1,service,vehicle,0.44,21,0.225,11.6,0.205,0.2425,0.5816,0.9122,0.7575,10.9628,0.4745,0.1421,0
salaried,25,581,44220,600942,0,2.9,5,owned,21235,5745,0,0.0,0,0,0.0,0,none,gold,0.831,30,0.41,1.2,0.39,0.3899,0.4802,1.1325,0.6101,8.8301,0.0,0.0,0
self_employed,31,666,6300,132825,1,4.3,2,rent,3659,348,50000,12.6,4479,7567,0.5,1,trading,vehicle,0.481,46,0.359,0.5,0.399,0.364,0.5808,1.7569,0.636,5.6917,0.2409,0.0896,1
self_employed,23,619,16432,58078,0,3.0,4,owned,7627,2504,94438,17.4,15352,13831,1.1,1,manufacturing,vehicle,0.694,22,0.308,1.1,0.6,0.3835,0.4642,0.2945,0.6165,33.9516,0.309,0.1626,0
self_employed,30,676,21457,168304,0,3.1,3,rent,12010,2604,87223,24.6,16878,16298,3.5,0,manufacturing,personal,0.504,41,0.369,3.5,0.508,0.3189,0.5597,0.6536,0.6811,15.2987,0.3804,0.1935,0
salaried,37,563,33648,544655,0,4.6,3,owned,17059,8288,0,0.0,0,0,0.0,0,none,vehicle,0.918,60,0.199,0.6,0.236,0.2467,0.507,1.3489,0.7533,7.4134,0.0,0.0,0
salaried,34,706,72262,978224,0,0.8,0,owned,35348,8111,0,0.0,0,0,0.0,0,none,home,0.592,19,0.433,2.4,0.178,0.3986,0.4892,1.1281,0.6014,8.8645,0.0,0.0,0
salaried,30,636,45332,546469,0,0.9,0,rent,26510,9410,0,0.0,0,0,0.0,0,none,vehicle,0.292,16,0.234,3.1,0.184,0.2076,0.5848,1.0046,0.7924,9.9545,0.0,0.0092,0
salaried,47,517,26571,616017,0,3.1,1,rent,16009,3690,0,0.0,0,0,0.0,0,none,personal,0.794,44,0.246,6.3,0.4,0.2586,0.6025,1.932,0.7414,5.176,0.0,0.1493,0
salaried,28,629,49458,204895,0,5.6,1,rent,21308,4595,0,0.0,0,0,0.0,0,none,vehicle,0.552,71,0.44,2.7,0.273,0.4763,0.4308,0.3452,0.5237,28.9659,0.0,0.0135,0
salaried,21,668,21012,296105,0,1.0,1,rent,10554,4607,0,0.0,0,0,0.0,0,none,personal,0.742,5,0.331,1.0,0.11,0.2785,0.5023,1.1743,0.7215,8.5154,0.0,0.0213,0
salaried,31,707,38224,483448,0,1.0,1,owned,24434,6186,0,0.0,0,0,0.0,0,none,gold,0.543,10,0.197,0.9,0.044,0.1989,0.6392,1.054,0.8011,9.4878,0.0,0.0,0
salaried,37,723,78998,1546638,0,1.5,3,owned,43934,6695,0,0.0,0,0,0.0,0,none,vehicle,0.906,7,0.285,0.1,0.253,0.3591,0.5561,1.6315,0.6409,6.1293,0.0,0.0,1
salaried,52,589,55116,609418,0,0.5,0,rent,40782,7879,0,0.0,0,0,0.0,0,none,vehicle,0.795,4,0.166,0.3,0.099,0.1171,0.7399,0.9214,0.8829,10.8528,0.0,0.137,0
salaried,30,642,105107,538191,0,3.5,4,rent,67588,5557,0,0.0,0,0,0.0,0,none,business,0.274,46,0.328,0.3,0.111,0.3041,0.643,0.4267,0.6959,23.4356,0.0,0.0777,0
self_employed,37,792,6404,58469,0,7.5,1,owned,3879,602,54271,11.8,7608,10642,1.5,1,trading,personal,0.393,93,0.241,1.5,0.518,0.3003,0.6057,0.7608,0.6997,13.1434,0.3363,0.1402,0
salaried,37,586,32238,481383,0,4.7,2,rent,17456,4017,0,0.0,0,0,0.0,0,none,personal,0.732,66,0.284,0.3,0.229,0.3339,0.5415,1.2443,0.6661,8.0363,0.0,0.0471,0
salaried,41,636,86938,740295,0,17.0,0,owned,51818,9366,0,0.0,0,0,0.0,0,none,personal,0.561,202,0.257,0.1,0.07,0.2962,0.596,0.7096,0.7038,14.0924,0.0,0.0,0
self_employed,22,574,13786,56711,0,2.0,1,rent,8289,1427,65646,21.0,11235,19157,2.3,1,service,home,0.69,23,0.4,2.3,0.508,0.2952,0.6013,0.3428,0.7048,29.1711,0.463,0.1711,0
salaried,47,713,84007,1216166,0,3.4,0,rent,35506,16964,0,0.0,0,0,0.0,0,none,education,0.462,35,0.349,5.7,0.025,0.3754,0.4227,1.2064,0.6246,8.289,0.0,0.1254,0
salaried,31,686,51749,413640,1,4.2,0,rent,32519,4815,0,0.0,0,0,0.0,0,none,personal,0.282,44,0.375,1.1,0.112,0.2786,0.6284,0.6661,0.7214,15.0128,0.0,0.0737,0
self_employed,30,687,31435,594245,1,2.2,4,owned,14071,3827,151129,20.8,26442,51747,1.8,1,manufacturing,personal,0.639,13,0.469,1.8,0.36,0.4306,0.4476,1.5753,0.5694,6.3479,0.5174,0.175,0
salaried,26,721,26034,440759,2,6.0,0,rent,16395,2489,0,0.0,0,0,0.0,0,none,gold,0.726,81,0.187,1.4,0.353,0.2746,0.6298,1.4108,0.7254,7.088,0.0,0.1051,1
salaried,28,588,40683,295861,0,8.0,0,rent,20017,8587,0,0.0,0,0,0.0,0,none,business,0.83,88,0.296,0.7,0.208,0.2969,0.492,0.606,0.7031,16.5009,0.0,0.0478,0
self_employed,35,680,25841,211879,0,1.5,0,owned,15815,4887,230720,11.2,35350,44310,2.2,1,trading,home,0.682,15,0.155,2.2,0.59,0.1989,0.612,0.6833,0.8011,14.6353,0.3453,0.1532,1
salaried,34,888,90061,1300327,1,0.5,2,owned,38445,11579,0,0.0,0,0,0.0,0,none,business,0.242,6,0.507,1.5,0.4,0.4446,0.4269,1.2032,0.5554,8.3112,0.0,0.0,0
salaried,33,781,124348,1358539,0,1.8,3,owned,62663,21154,0,0.0,0,0,0.0,0,none,vehicle,0.224,21,0.287,1.8,0.153,0.3259,0.5039,0.9104,0.6741,10.9837,0.0,0.0,0
